,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,clean_text,rating
3155,A1Q1Q9HVCBIO52,B00000IRZ6,PIB,"[1, 1]",The quality with this one seems pretty good.  We have had it for a couple of months now and it is going strong.  Our 14 month old really likes it when the jack pops out.  He likes to grab hold of him and try to stuff him back into the box.  I would recommend this product.,5.0,Holding up well,1183766400,"07 7, 2007",quality one seems pretty good couple months going strong month old really likes jack pops likes grab hold try stuff back box would recommend product,1
50122,A2C27IQUH9N1Z,B0015KVAEE,audrey,"[0, 0]","This game comes with a simple game board, moving pieces, one die and a large stack of cards.  Basically, the play moves around the players, each one taking a card that features a simple action to perform, an animal to imitate, or a phrase to say.  In much the same way players add on to the previous play in a game like 'My Mother Owns a Grocery Store and in it she sells ....', players repeat the previous actions/words and then add their own, then the next player repeats all those and adds their own, until someone goofs up.  After someone makes a mistake, all the other players move up the number of cards they have, while the messer-upper rolls the die and goes BACK that number of spaces.We played with a small group and really enjoyed the fun mix of actions and imitations, though we decided NOT to use the die to penalize the loser.  I don't know how well this would work with a group of eight -- it seems unlikely you'd ever get through a whole round!  But maybe I'm wrong about that.  In any event, we all liked the game and will put it into our regular rotation of options for Game Night.",4.0,fun game for three or more,1222992000,"10 3, 2008",game comes simple game board moving pieces one die large stack cards basically play moves around players one taking card features simple action perform animal imitate phrase say much way players add previous play game like mother owns grocery store sells players repeat previous actionswords add next player repeats adds someone goofs someone makes mistake players move number cards messerupper rolls die goes back number spaceswe played small group really enjoyed fun mix actions imitations though decided use die penalize loser dont know well would work group eight seems unlikely youd ever get whole round maybe im wrong event liked game put regular rotation options game night,1
23012,A3FVAWZNKW9GX,B0007R4J30,"A.Trendl HungarianBookstore.com ""What should ...","[2, 3]","It might seem as if 20 cars is too much at once. Nope! It is wonderful.Days as a five year-old were best filled with playing in complete abandon. The freedom proffered by youth needed only a few toys to complete the ever-present joy. A few toys which mattered included several tattered but friendly books, a truck or two, an odd shovel and bucket, and, the coup de grace, a Hot Wheels car. Mattel makes a track as well, but a well-made car could take a boy places. This set of 20 is what kindergartners drool over.A boy has everything in this set: vehicles of all colors, a few truck varieties, some funny looking cars. There are plenty, and frankly, since a few will invariably wind up lost under the couch, eaten by the dog, and buried with other treasures in the garden, having 20 quickly becomes justified.Why a Hot Wheels car? Because they are made with hard steel. They are painted with a slick color. They hold up to frequent tastings, sand grindings, dirt smearings and other nonsense that comes with power racing in a sandbox. Sticky chocolate wipes off with warm water, and grime comes out with a good spray under the faucet.The wheels themselves have a bounce peculiar to a genuine Hot Wheels vehicle. That's how my brother and I made sure it had adequate fuel. Ten bounces should be enough, we figured, and usually, we were right.I fully recommend the ""Hot Wheels 20-Car Gift Pack.""Anthony TrendlAmericanSpeechwriter.com",5.0,"Classic, traditional, yet modern and sturdy",1297123200,"02 8, 2011",might seem cars much nope wonderfuldays five yearold best filled playing complete abandon freedom proffered youth needed toys complete everpresent joy toys mattered included several tattered friendly books truck two odd shovel bucket coup de grace hot wheels car mattel makes track well wellmade car could take boy places set kindergartners drool overa boy everything set vehicles colors truck varieties funny looking cars plenty frankly since invariably wind lost couch eaten dog buried treasures garden quickly becomes justifiedwhy hot wheels car made hard steel painted slick color hold frequent tastings sand grindings dirt smearings nonsense comes power racing sandbox sticky chocolate wipes warm water grime comes good spray faucetthe wheels bounce peculiar genuine hot wheels vehicle thats brother made sure adequate fuel ten bounces enough figured usually righti fully recommend hot wheels car gift packanthony trendlamericanspeechwritercom,1
132385,AW3DCBYGF9F,B008BHRXRC,Online Shopper,"[1, 1]","The Tommy 12 works fine, but if you angle the gun downward, the darts can slide out and will catch on a piece of the gun when the barrel rotates.  However, these wheel guns are better for a young child who isn't strong enough to use the air pump guns and knows to keep it level or upward.  It's even been dropped twice down some stairs, and is still working fine.",4.0,"This works great, especially with a young child who have trouble with the air pump guns.",1349136000,"10 2, 2012",tommy works fine angle gun downward darts slide catch piece gun barrel rotates however wheel guns better young child isnt strong enough use air pump guns knows keep level upward even dropped twice stairs still working fine,1
27606,AFG4HIHMX312C,B000BZ6U0I,Sara M,"[6, 6]","I bought this to accompany the kitchen set I bought for my 2yr old.  After seeing the dissapointing selection of play food available in stores I was ecstatic to find this set.  The food is life size and is comparable to the play food used in children's museums.  It's made of thick rubbery plastic look realistic. It is very durable.  I can imagine it lasting for many future generations of children in our family. It also comes with some cool food items like tacos, asparagus, and sushi that are not seen in other sets.Another plus is the absence of the crappy canned food and the minimal amount of junk food (just two slices of pizza, not 10).  Of course there is some cake and ice cream cones (you gotta have the cake!) but there is also a lot of vegetables and fruit.  The sandwich stuff is pretty cool too.  There are slices of bread, lunch meat and cheese to construct your own sandwich.Bottom line, this is a top quality food set that will stand up to many years of play.",5.0,Best Food Set Ever!!,1198886400,"12 29, 2007",bought accompany kitchen set bought yr old seeing dissapointing selection play food available stores ecstatic find set food life size comparable play food used childrens museums made thick rubbery plastic look realistic durable imagine lasting many future generations children family also comes cool food items like tacos asparagus sushi seen setsanother plus absence crappy canned food minimal amount junk food two slices pizza course cake ice cream cones got ta cake also lot vegetables fruit sandwich stuff pretty cool slices bread lunch meat cheese construct sandwichbottom line top quality food set stand many years play,1
131873,AT2Q0SOF8OMEL,B008B68IC2,Holly Anders,"[0, 0]","Great addition to my 8 yr old's Monster High collection. A very pretty doll, makeup, etc. Must buy for MH collectors!",5.0,Gorgeous doll!,1378252800,"09 4, 2013",great addition yr olds monster high collection pretty doll makeup etc must buy mh collectors,1
15114,A1GKRGXQTNMWQG,B00009ILZH,KG,"[0, 0]",Glad to have this to go with our roundhouse.  It also adds a lot of possibilities to our table layouts.  Our two year old is just starting to grasp turning the knob and lining up the tracks to make it work.  An older child would have no problem.,5.0,Great addition to train table,1326153600,"01 10, 2012",glad go roundhouse also adds lot possibilities table layouts two year old starting grasp turning knob lining tracks make work older child would problem,1
93122,A3JPFWKS83R49V,B004LKRRBU,"Bryan Carey ""Bryan Carey""","[2, 2]","I have two girly- girls in my home and they love dolls. They like dolls of all types, but due to their obsession with fashion and style, they prefer dolls such as Barbie and they have taken a quick liking to the Barbie Collector Doll. They have added this to their Barbie stockpile and continue to play with it and display it to this day.Barbie Collector Holiday Doll is a glamorous doll that features Barbie in a green and gold gown. Barbie is glamorized further with her make- up and accessories, which include earrings, gold slippers, and other items. She is a sight to behold, and that is why many will likely place this Barbie on display and not do anything else with it. She even comes in her own display box for this very purpose.My girls like the Barbie Collector Holiday Doll, but they don't play with her the way they do other Barbie's and I am pretty sure this is due to the collector nature of this doll. With the flowing gown and accessories, she is more of a display item and even though my girls are too young to consider themselves Barbie collectors (or to even know what that means), they tend to place this Barbie off by herself, on a bedroom shelf, while they play with their more casual Barbie dolls. They still like her- just in a different way. The manufacturer released this as a collector's item, so I suppose this reaction should be expected.Barbie Collector Holiday Doll is a glamorous doll and she follows in the footsteps of other Barbie collector holiday dolls released over the past few years. She may not induce the level of play like other Barbie dolls, but she is a nice collector's doll and most girly- girls will love her regardless.",4.0,Barbie Stresses the Glamor in this Holiday Collector Doll,1320451200,"11 5, 2011",two girly girls home love dolls like dolls types due obsession fashion style prefer dolls barbie taken quick liking barbie collector doll added barbie stockpile continue play display daybarbie collector holiday doll glamorous doll features barbie green gold gown barbie glamorized make accessories include earrings gold slippers items sight behold many likely place barbie display anything else even comes display box purposemy girls like barbie collector holiday doll dont play way barbies pretty sure due collector nature doll flowing gown accessories display item even though girls young consider barbie collectors even know means tend place barbie bedroom shelf play casual barbie dolls still like different way manufacturer released collectors item suppose reaction expectedbarbie collector holiday doll glamorous doll follows footsteps barbie collector holiday dolls released past years may induce level play like barbie dolls nice collectors doll girly girls love regardless,1
8311,A1IXD10BOGPWO9,B00004YRPF,Dahlquist,"[0, 0]","Its a pogo stick. Very heavy. Works great and its durable. its going to last. Handles have groves for hands. Hope it lasts more than a year, best price on any site.",5.0,pogo,1389225600,"01 9, 2014",pogo stick heavy works great durable going last handles groves hands hope lasts year best price site,1
67841,A1246UPDRQT4QA,B002SPU2YY,Jesi On Amazon,"[0, 0]","These will work for a 90s theme party we're having.  They're a little rough and cheap looking - as they're just fabric (for the fuzzy animal print ones) and foil (for the others) glued to curled metal, so the edges are unfinished and can fray.  But, I wasn't expecting much for the price and you do get a good variety.  They'll work well for cheap party favors.  I got them so party goers can put them on the bottom of their glasses to signify whos is whos, while staying in theme.",4.0,"A little janky, but you get a lot for what you pay",1398124800,"04 22, 2014",work theme party theyre little rough cheap looking theyre fabric fuzzy animal print ones foil others glued curled metal edges unfinished fray wasnt expecting much price get good variety theyll work well cheap party favors got party goers put bottom glasses signify whos whos staying theme,1
151496,A2H667ZUNLNTF1,B00C6PXLMQ,"Wendi Barker ""Wendi's Book Corner & What Wend...","[1, 2]","My kids are both fans of Jake and the Never Land Pirates, so this is a great addition to our toys.  We've got a lot of the figures already, so this makes them even more fun!  It goes perfectly withFisher-Price Disney's Jake and The Never Land Pirates - Jake's Musical Pirate Ship BuckyandFisher-Price Disney's Jake and The Never Land Pirates: Hook's Adventure Rock.Out of the box, you get the hideout playset, Jake, 3 cannon ""bullets"" as the boys call them, and the tiki.The lowdown - this toy is much more fun with the other characters, especially if you have more than one child, or if this is going to be used with friends.  Also, the tiki is not very easy to turn the knob that opens/closes the hideout doors, but fingers both little and big will get it to turn easily.  So, have fun with the Tiki, but skip using it to open the secret doors.The Hideout is well-made in my opinion. I've had some toys that fall apart in a fraction of the time it took to put them together (I'm thinking of a Pokemon playset that started off VERY fun, but now falls apart pretty fast), so far, we've not had any of the parts come apart, although I know the slide and the cannon can come off.One final note - last year, we had a Jake and the Neverland Birthday Party, and I had the bath toy Pirate Ship on the cake and bought the extra characters who were also on the cake.  While this one might be too heavy, you could probably have fun with it and get the slide to end on the cake, etc.",5.0,Fun Addition to Disney's Jake Toys,1381708800,"10 14, 2013",kids fans jake never land pirates great addition toys weve got lot figures already makes even fun goes perfectly withfisherprice disneys jake never land pirates jakes musical pirate ship buckyandfisherprice disneys jake never land pirates hooks adventure rockout box get hideout playset jake cannon bullets boys call tikithe lowdown toy much fun characters especially one child going used friends also tiki easy turn knob openscloses hideout doors fingers little big get turn easily fun tiki skip using open secret doorsthe hideout wellmade opinion ive toys fall apart fraction time took put together im thinking pokemon playset started fun falls apart pretty fast far weve parts come apart although know slide cannon come offone final note last year jake neverland birthday party bath toy pirate ship cake bought extra characters also cake one might heavy could probably fun get slide end cake etc,1
110854,A2PNW6QDW8OPY0,B005XVCR48,Faith Webster,"[0, 0]",My son was totally tricked. He loves it. THe volume is a little loud but he loves the remote. Worth it.,5.0,Saved our REAL remote,1353715200,"11 24, 2012",son totally tricked loves volume little loud loves remote worth,1
43687,A3GAMMVQ4RVZQ2,B000UOGDVQ,"K. E. Behm ""kebdal23""","[0, 0]","I bought this for my 2 1/2 year old daughter for Christmas.  She wasn't very excited when she opened it and just saw the box, but once I set it up (which did not take long and was very simple - 5 minutes, no tools) oh my goodness!  She played with it for hours, and gave it her undivided attention, which is rare for her.  I didn't buy any of the extra furniture yet, but will definitely be doing that ASAP.  It comes with the mom, dad, baby, kitchen furniture, table and chairs, and potty.  Enough to keep her busy for a while!  She loves it, and I highly recommend.",5.0,Wow!  It was the hit of my daughter's Christmas!,1356480000,"12 26, 2012",bought year old daughter christmas wasnt excited opened saw box set take long simple minutes tools oh goodness played hours gave undivided attention rare didnt buy extra furniture yet definitely asap comes mom dad baby kitchen furniture table chairs potty enough keep busy loves highly recommend,1
62215,A2E0DEG4OU49XD,B00270T04I,J. Mallory,"[0, 0]","My daughter loves this!  Its such great quality, we've had it for about 3 years and it still looks new.  We bought the other one for our 2 year old and she loves hers too!",5.0,Love it!,1386892800,"12 13, 2013",daughter loves great quality weve years still looks new bought one year old loves,1
16283,A11E0OKCD8WF7L,B0000D12WU,noOne,"[0, 0]",Good toy.Doesnt run on a thick carpeted rooms.But is very engaging for the toddlers.Very Bright and colorful.Excellent make!,4.0,Good,1173484800,"03 10, 2007",good toydoesnt run thick carpeted roomsbut engaging toddlersvery bright colorfulexcellent make,1
138030,A3JZUGERNK38IW,B009F7OUR8,"J. A. Hansen ""kraute und ruben""","[0, 0]","I got this doll for my niece, and she absolutely adores it. She's about 8 years old and will not put this doll down since I gave it to her. If you're looking for something to keep her entertained, this is it.",4.0,lots of fun,1365120000,"04 5, 2013",got doll niece absolutely adores shes years old put doll since gave youre looking something keep entertained,1
45896,A1ORGY041O4KB2,B000Z408YY,Tabitha Deeter,"[0, 0]","I just recently bought these to go with the Step2 Catch and Play Ball Pit. They shipped fast and was delivered to me quicker than I expected. However, when I received these more than half of them were crushed. I tried to shape them back to their ball shape but it was just a waste of time, these are so thin that they smash very easily and what's the point of that? I paid $10.00 for shipping and thought they would be packaged a little better since I paid so much for them to be shipped, that wasn't the case. Thankfully I was able to get my money back, I would never recommend anyone to waste their money on these.",1.0,Disappointed,1375920000,"08 8, 2013",recently bought go step catch play ball pit shipped fast delivered quicker expected however received half crushed tried shape back ball shape waste time thin smash easily whats point paid shipping thought would packaged little better since paid much shipped wasnt case thankfully able get money back would never recommend anyone waste money,0
110523,A1VEELTKS8NLZB,B005XLN756,Amazon Customer,"[1, 1]",Entertaining...  little girls will probably enjoy playing with this using their Polly Pocket toys.  Enjoyable and keeps girl kids happy and giggling.  Product seems sturdy and durable enough.,4.0,Good,1355529600,"12 15, 2012",entertaining little girls probably enjoy playing using polly pocket toys enjoyable keeps girl kids happy giggling product seems sturdy durable enough,1
32981,A3ARLR1FNRXSTA,B000GKE2N0,2Fancy4U,"[0, 0]",This is a fun hoop that the kids will love. It adjusts to all sizes and is very easy to move around. I would recommend this if you need a starter hoop (like for 4 to 8 year olds).,5.0,Great,1355270400,"12 12, 2012",fun hoop kids love adjusts sizes easy move around would recommend need starter hoop like year olds,1
124411,AQRY63BF14VZX,B007RDFO1I,"N. Brown ""Legacy""","[0, 0]","This has been such a disappointment for my kids. I thought they were all the rave so I bought a bunch of these, but they are not a great toy for my kids.",2.0,Did not get played with,1361404800,"02 21, 2013",disappointment kids thought rave bought bunch great toy kids,0
39850,A21EL1W06C0TEF,B000NVBE10,lynate,"[0, 0]","I thought my kids would love this one, but the buckles and snaps were too hard for them to do.  I could barely get them to buckle and button, much less a child under 5.  Older children might be able to do it, but older kids probably won't be very entertained by buckles and snaps!!",1.0,not worth it,1318377600,"10 12, 2011",thought kids would love one buckles snaps hard could barely get buckle button much less child older children might able older kids probably wont entertained buckles snaps,0
127065,A1W6UX2HQ0IRW1,B007XVYTNS,Life as Leels,"[0, 0]","We purchased this for our son's 6th birthday present. He had begged and begged for it so we finally got it.I am impressed. It works. It hasn't broken yet (and we've had it for a little over a month... a record in our house I think).If your kid likes this type of thing, I think it's a great, sturdy toy. Our son continues to play with it. He has sat on it. The youngest one (15 months) plays with it. I really have to impress that this is a sturdy toy that has taken a beating and keeps on going! (And is fun to play with!)PS: It does make noise! Beware!",5.0,Great Toy!,1401580800,"06 1, 2014",purchased sons th birthday present begged begged finally got iti impressed works hasnt broken yet weve little month record house thinkif kid likes type thing think great sturdy toy son continues play sat youngest one months plays really impress sturdy toy taken beating keeps going fun play withps make noise beware,1
131860,A1A0TG62X92HRS,B008B68IC2,Anna,"[0, 1]","I wanted to let everyone know this is a great deal for Jinafire. I have been to Target, Walmart and toys r us and couldn't find her. She has such cool green hair. This is one of the coolest monster high dolls out there.",4.0,Wow Jinafire for 20 bucks!,1370476800,"06 6, 2013",wanted let everyone know great deal jinafire target walmart toys r us couldnt find cool green hair one coolest monster high dolls,1
52099,AN5FCG0M8HWQF,B001941ZWS,AJ,"[0, 0]","Stone Age is a relatively rare game that is both easy to learn and yet has strategic complexity with multiple paths to victory. All of the components are excellent too.The first priority in the game is to make sure that your people don't starve. Onceaddressed you can focus on growing your population and gathering resources to buildbuildings. You also have the ability to build tools which add to your dice rolls at your discretion for gathering resources and food, This is something that I haven't seen in a game before which I like. All of this just makes sense and seems to accurately reflect this stage of human history.While you have to be smart with your player placement to align with your goals for the next turn given what your opponents are likely to do, the strategic complexity for the game probably comes mostly from the cards that can be had for resources. By obtaining a variety of different cards you can add a decent amount to your total victory points at the end of the game. You can also seek specific cards that also add victory points by going along with what you're building the most of during the game like tools, food production, buildings, or population.Stone Age already starts out less dry than for example Puerto Rico, and blocking your opponents from doing what they're setup to do can also add a good deal of additional fun to the game.Stone Age is an all-around great complete game and value.",5.0,Stone Age - easy to learn but has strategic complexity,1364947200,"04 3, 2013",stone age relatively rare game easy learn yet strategic complexity multiple paths victory components excellent toothe first priority game make sure people dont starve onceaddressed focus growing population gathering resources buildbuildings also ability build tools add dice rolls discretion gathering resources food something havent seen game like makes sense seems accurately reflect stage human historywhile smart player placement align goals next turn given opponents likely strategic complexity game probably comes mostly cards resources obtaining variety different cards add decent amount total victory points end game also seek specific cards also add victory points going along youre building game like tools food production buildings populationstone age already starts less dry example puerto rico blocking opponents theyre setup also add good deal additional fun gamestone age allaround great complete game value,1
66937,A3HOO00IJGLPUI,B002QBDOJA,WendyLou,"[0, 0]","This is the second time I have bought this set because it has so many items in it. We have many Critter homes to furnish and buying this twice has helped immensely. Tooth brushes, hand towels, such nice attention to detail.",5.0,Everything You Need and More,1361577600,"02 23, 2013",second time bought set many items many critter homes furnish buying twice helped immensely tooth brushes hand towels nice attention detail,1
54581,A1EN93VM9A31F0,B001EWC5M4,KH,"[0, 0]","My twins each have one of these. They are great for hand therapy. My twins go a bit overboard with them, so it is a plus that if they come undone, you can just snap them back together. When they came apart the first time, I was afraid that I bought junk. This is definitely not the case. I even enjoy fiddling with them too. I am not sure whether they relax the twins or not, but they definitely enjoy using them.",5.0,Good for toddlers.,1379808000,"09 22, 2013",twins one great hand therapy twins go bit overboard plus come undone snap back together came apart first time afraid bought junk definitely case even enjoy fiddling sure whether relax twins definitely enjoy using,1
133336,A23D9U80SOUIVL,B008DLS2SU,Cassandra T. Weaver,"[0, 0]","I bought this for one of my twin granddaughters this year, and the other one got the Purple Monkey CuddleUppets.  They both love to sleep with them and also had to show us the &#34;correct&#34; way to wrap yourself in it so the puppet could talk.  They are trying to decide now which one they want for Christmas next year.  We love to watch them interact with the cuddleuppets.  They are 5 years old.",5.0,Cozy Blanket,1357344000,"01 5, 2013",bought one twin granddaughters year one got purple monkey cuddleuppets love sleep also show us correct way wrap puppet could talk trying decide one want christmas next year love watch interact cuddleuppets years old,1
35205,A3M5I23OFIVG0Y,B000ICZ8RK,Scivies7,"[0, 0]","We bought one of these years ago for my son, and he loved it back then. My daughter is now into dinosaurs, and she really loved this. It is messy, so recommend sending them outside to dig for the bones, but when they were all cleaned off, it easily snapped together. For the price on Amazon, it is a fantastic deal for the money!!",5.0,My daughter love it!,1358380800,"01 17, 2013",bought one years ago son loved back daughter dinosaurs really loved messy recommend sending outside dig bones cleaned easily snapped together price amazon fantastic deal money,1
146763,A3SBZAOPPY40IT,B00BD9AIUE,Wendy Bayer,"[1, 1]","We've owned several science kits and this is hands down our favorite.  I love that it has a complete shopping list for everything needed for all the experiments.  That makes it super easy to have everything on hand.  My 8 & 11 yr old daughters were able to complete all of the experiments with little to no supervision without making a huge mess (major plus).  Best of all, it completely occupied them with no electronics, and they are super interested in science experiments now because these were not complicated, but had plenty of wow! factor!",5.0,Great science kit!,1391299200,"02 2, 2014",weve owned several science kits hands favorite love complete shopping list everything needed experiments makes super easy everything hand yr old daughters able complete experiments little supervision without making huge mess major plus best completely occupied electronics super interested science experiments complicated plenty wow factor,1
49646,A3PR3ZEVR9YG3S,B0015D2522,"Morgannin ""Eco-friendly mom""","[0, 0]","This is a great starter set of blocks that we plan on adding to over time. We got these for our 2 1/2 year old DD. I really wanted her to have a set of wooden blocks. When I was a kid, my cousins and I would contentedly play with wooden blocks for hours at our Grandparents' house. I really wanted to pass some of that on to my own kid. Nostalgia, I know. But hey, it worked. She plays with these, coupled with her Bilibo, more than anything else she got for Christmas. We really try to get her natural, recycled, simple, and eco-friendly toys. These definitely fit the bill, and I would absolutely recommend these blocks.",5.0,Great starter set,1388620800,"01 2, 2014",great starter set blocks plan adding time got year old dd really wanted set wooden blocks kid cousins would contentedly play wooden blocks hours grandparents house really wanted pass kid nostalgia know hey worked plays coupled bilibo anything else got christmas really try get natural recycled simple ecofriendly toys definitely fit bill would absolutely recommend blocks,1
94938,AF89IW5TVF8I8,B004OFBY7K,Calikaula,"[0, 0]","My two year old boy grandchildren adore these stickers, especially the race cars and motor cycles, emergency vehicles, and construction vehicles pages.",5.0,I purchase these stickers over and over.,1398470400,"04 26, 2014",two year old boy grandchildren adore stickers especially race cars motor cycles emergency vehicles construction vehicles pages,1
96568,A2JXXG13DEYGBX,B004P98QN0,Anna Seidenbusch,"[0, 0]","This lego is awesome.  It lights up!  How cool is that?  Plus, the house opens, and the lego figure can hang out inside, or take a spin in the boat.  My five year old and seven year old think that spinning the light and turning it on is very neat, and I agree.",5.0,It lights up!,1359936000,"02 4, 2013",lego awesome lights cool plus house opens lego figure hang inside take spin boat five year old seven year old think spinning light turning neat agree,1
164668,A1RF9YK4BK5TRH,B00FAQVY40,"Quality Man ""yway6""","[0, 0]","With just one plane included, this set is going to grow old quick.  And even if you had another plane, it would just follow on the track instead of doing true racing.  The set is a tad flimsy but that's kind of what you should expect for something priced so low.  This kit is really only for hard cord &#34;Planes&#34; fans due to how boring the set is.  You'd be better off getting the child a stand-alone plane from the movie, and just let the child's imagination go to work.",3.0,Limited Fun,1397692800,"04 17, 2014",one plane included set going grow old quick even another plane would follow track instead true racing set tad flimsy thats kind expect something priced low kit really hard cord planes fans due boring set youd better getting child standalone plane movie let childs imagination go work,0
51682,A2NS3IPJV3SRAK,B0017RQYDC,A. Bailey,"[54, 61]","I remembered how much fun CLUE was when I was younger and decided to purchase it for my younger siblings (we often have game nights at my apartment with ages 8-40+). This game is recommended for ages 9+ and 3-6 players (although you could do more if you wanted to do teams).If you are a die-hard CLUE fan you may not like the updates. The most annoying updates (I found) was changing the careers of the characters. I still refer to mustard as ""Col. Mustard"" and ""Mrs. White"" as the maid (who is now a childhood star?"" Personally, it's a bored game and the characters can be whoever you want them to be so it's not that big of deal (this is where the die-hards may not like it.)Game Play:The idea is the same as the original clue. The name of one person, one weapon and one room is put into the yellow confidential pouch and put aside until the end of the game. The rest of the ""rumor"" cards (which list people, weapons, and rooms) are equally handed out to the players. (As a note if we have an unequal amount we have a roll off to see who gets the remaining card (or two) by seeing who can roll doubles first... this is a fair and easy way to get all the cards distributed.)Once you receive your cards you mark off all the cards you have in your hand on the CLUE sheets secretly. You choose which character you want to be. (Choices: Scarlet, Mustard, White, Green, Peacock, and Plum). The character you choose gets a special character card and once per game you can use their ""power"" (example ""get an extra roll of the dice"" or ""move to a room you're not in""...) this is okay, but I personally don't think it adds too much to the game.Some of the weapons have changed and the mansion has been updated. The weapons now are ""bat, pistol, candlestick, knife, robe, axe, dumbbell, poison, and trophy."" While some people hate that the wrench was replaced with a trophy, my (high school aged) sister loves it and has been hoping every game that it would be the murder weapon. (Not yet :))You roll the dice and move the number of spaces until you get into a room. In the room you can start a rumor blaming a person, weapon, and the room you are in. (For example I think Mrs. Scarlet did it, in the Hall, with the Knife.)Everyone else must look at their cards and if they have one of the ones you said show it to you alone. You secretly mark it down on the Clue sheet. The catch is they only show you one. They may have all three or two of them.The addition to the game that we really enjoyed are the intrigue cards. If you roll a ""?"" mark, land on a ""?"" mark, or, if you were moved during your turned (being blamed for a murder) you can choose to pull one. Most of them are positive saying things such as ""the player to your right must show you a card"" or ""you can take another turn, roll again"", 8 of the cards are not. There are 8 clock cards mixed in the pile. The idea is that the murder has not happened yet and you are trying to figure out the case before the host of the party dies (this is different from the first game as the host has a chance of living.)This adds a lot of fun. Once 7 clock cards have been pulled, no one wants to be the person who pulls the 8th clock card and kills the host so it gets interesting! The game rules say if you pull the 8th clock card you are out of the game. We made a house rule and don't follow this (no one likes to sit and watch everyone else play.)When the person thinks they've figured out the mystery they have to move their piece to the pool. This can be interesting itself because someone can move you to a room (during their turn if they blame your character for the murder) and you can have a difficult time getting to the pool. Once in there the person says (for example, ""I think Mr. Plum, in the Spa, with the Poison"")... They then look at the cards in the confidential folder privately. If right they win the game, if wrong they put the cards back in the folder and are ""out"" for the rest of the game.Pros:*The ""Suspicion"" cards with the 8 clock cards add a lot of fun and a little bit of pressure to figure it out more quickly. We really enjoy this aspect of the game.*The updates, for the most part, are pretty cute although most of them don't affect the game play*Same basic premise of the original game*This game seems to never get old and is accepted pretty well by everyoneCons:*Really these are personal quirks but I liked the original names of the characters... We still call him Col. Mustard lol*My sister doesn't like the new game pieces... Instead of pieces that look like the characters, they are plastic question marks in the color of their names (example: Mustard=Yellow). Not terrible, but I guess could be better*Murder is both taken lightly and discussed throughout the game, but that should be a given as it is a CLUE murder game. Some might find this to be a problem, though.We love this game and really enjoy the 8 clock countdown aspect of the play. Def. recommend.",5.0,"New Clue, Same Game, New Twist",1220832000,"09 8, 2008",remembered much fun clue younger decided purchase younger siblings often game nights apartment ages game recommended ages players although could wanted teamsif diehard clue fan may like updates annoying updates found changing careers characters still refer mustard col mustard mrs white maid childhood star personally bored game characters whoever want big deal diehards may like itgame playthe idea original clue name one person one weapon one room put yellow confidential pouch put aside end game rest rumor cards list people weapons rooms equally handed players note unequal amount roll see gets remaining card two seeing roll doubles first fair easy way get cards distributedonce receive cards mark cards hand clue sheets secretly choose character want choices scarlet mustard white green peacock plum character choose gets special character card per game use power example get extra roll dice move room youre okay personally dont think adds much gamesome weapons changed mansion updated weapons bat pistol candlestick knife robe axe dumbbell poison trophy people hate wrench replaced trophy high school aged sister loves hoping every game would murder weapon yet roll dice move number spaces get room room start rumor blaming person weapon room example think mrs scarlet hall knifeeveryone else must look cards one ones said show alone secretly mark clue sheet catch show one may three two themthe addition game really enjoyed intrigue cards roll mark land mark moved turned blamed murder choose pull one positive saying things player right must show card take another turn roll cards clock cards mixed pile idea murder happened yet trying figure case host party dies different first game host chance livingthis adds lot fun clock cards pulled one wants person pulls th clock card kills host gets interesting game rules say pull th clock card game made house rule dont follow one likes sit watch everyone else playwhen person thinks theyve figured mystery move piece pool interesting someone move room turn blame character murder difficult time getting pool person says example think mr plum spa poison look cards confidential folder privately right win game wrong put cards back folder rest gameprosthe suspicion cards clock cards add lot fun little bit pressure figure quickly really enjoy aspect gamethe updates part pretty cute although dont affect game playsame basic premise original gamethis game seems never get old accepted pretty well everyoneconsreally personal quirks liked original names characters still call col mustard lolmy sister doesnt like new game pieces instead pieces look like characters plastic question marks color names example mustardyellow terrible guess could bettermurder taken lightly discussed throughout game given clue murder game might find problem thoughwe love game really enjoy clock countdown aspect play def recommend,1
120633,A3I6A2HUFTG1QX,B007CJJVEI,"LeftclicK ""Man Child""","[0, 0]","A very cool concept, but the torch is not as bright as I would have liked and the fire doesn't flicker as yo would expect. Kids love it however.",3.0,"Not very bright, but excited children",1388361600,"12 30, 2013",cool concept torch bright would liked fire doesnt flicker yo would expect kids love however,0
130751,A3L8DLR4C7HFCE,B0088LQZYS,Karley,"[0, 0]",I bought this and another one as a gift. It works great and does exactly what it is supposed to do.,5.0,works just fine,1364515200,"03 29, 2013",bought another one gift works great exactly supposed,1
131241,A3T7IVHM2TU5B2,B0089TVY0O,janetO,"[0, 0]","We love chess and so do our grandchildren.  This set is great, very stylish, got the kids excited to receive it .",4.0,Very handsome,1375488000,"08 3, 2013",love chess grandchildren set great stylish got kids excited receive,1
82636,A1KY5PTH94QGTR,B003U8XZ06,nathan Ingram,"[1, 1]",We bought the Little People Wheelies to be used with the Fisher Price Car Tower. The cars are very durable and hold up well to a toddler with a strong throwing arm.,5.0,Great little toys,1364428800,"03 28, 2013",bought little people wheelies used fisher price car tower cars durable hold well toddler strong throwing arm,1
